Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
53534736,Metropolitan Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,559 Lorimer Street,,Brooklyn,11211,40.71366096,-73.94931522,212-969-0460,You can find free safer sex products inside a dispenser located on the left side by the front door of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,301,34,51300,3068790,3027610035,BK73
53534857,The Way Station,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,683 Washington Avenue,,Brooklyn,11238,40.67683701,-73.96357304,917-832-6364,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,6:00 PM - 1:00 AM,6:00 PM - 1:00 AM,6:00 PM - 1:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,TRUE,FALSE,TRUE,,,308,35,20500,3325277,3011540001,BK64
53534708,La Ruana Paisa Restaurant & Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,92-03 37 Avenue,,Queens,11372,40.75074333,-73.8748612,212-568-4014,You can find free safer sex products inside a dispenser located near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 1:00 AM,10:00 AM - 1:00 AM,10:00 AM - 11:00 PM,TRUE,FALSE,FALSE,,,403,25,27500,4036100,4014660039,QN28
53534772,NYC Fort Greene Sexual Health Clinic,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,"295 Flatbush Avenue Extension,2nd Floor",,Brooklyn,11201,40.6919789,-73.98249636,311,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 12:00 PM,,TRUE,FALSE,FALSE,,<a href=http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page>Visit this organization's website</a>,302,35,1500,3058406,3020790021,BK38
53534634,Fat Cat,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,75 Christopher Street,,Manhattan,10014,40.7335552,-74.00327271,718-672-7246,You can find free safer sex products inside a fishbowl located in the front near the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,12:00 PM - 5:00 AM,12:00 PM - 5:00 AM,12:00 PM - 5:00 AM,TRUE,FALSE,FALSE,,,102,3,7300,1011168,1006190074,MN23
53534879,West Side Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Sauna/Spa,"27 West 20 Street,2nd Floor",,Manhattan,10011,40.74012868,-73.9920213,,"You can find free safer sex products inside a dispenser located upstairs, through reception on main hallway of the Sauna/Spa. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,105,3,5400,1015491,1008220015,MN13
53534633,Family Service Network of New York,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"1420 Bushwick Avenue,Room# 336",,Brooklyn,11207,40.68431094,-73.90905575,347-770-9911 X6,You can find free safer sex products inside a dispenser/fishbowl located at reception and downstairs of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,TRUE,TRUE,,,304,37,40300,3080067,3034440022,BK78
53534557,B-Side,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,204 Avenue B,,Manhattan,10009,40.72839862,-73.97879577,718-708-8545,You can find free safer sex products inside a fishbowl located in the front near the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3400,1005218,1004060035,MN22
53534676,Hombres Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,85-28 37 Avenue,,Queens,11372,40.75006113,-73.88119299,347-693-3050,You can find free safer sex products inside a dispenser located downstairs near restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,403,21,27900,4036240,4014730001,QN28
53534717,Library Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,7 Avenue A,,Manhattan,10009,40.72253966,-73.9860996,718-789-7070,You can find free safer sex products inside a dispenser located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3002,1083476,1004290041,MN22
53534519,Barrage,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,401 West 47 Street,,Manhattan,10036,40.76178749,-73.99073721,347-726-6010,You can find free safer sex products inside a fishbowl located back by the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 2:00 AM,TRUE,FALSE,TRUE,,,104,3,12700,1026567,1010570029,MN15
53534583,Community Healthcare Network - East New York Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,999 Blake Avenue,,Brooklyn,11208,40.66983162,-73.88136529,(718) 277-8303,You can find free safer sex products inside a dispenser located in the hallway of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 6:00 PM,9:00 AM - 5:00 PM,9:00 AM - 6:00 PM,9:00 AM - 5:00 PM,9:00 AM - 4:00 PM,,TRUE,FALSE,FALSE,,<a href=http://www.chnnyc.org/our-locations/dr-betty-shabazz-health-center>Visit this organization's website</a>,305,42,116400,3089807,3040510001,BK82
53534670,HASA Center #85 Greenwood,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,88 3 Avenue,,Brooklyn,11217,40.68376367,-73.98176659,,You can find free safer sex products inside a dispenser located in the 2nd floor reception area of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,TRUE,FALSE,,,302,33,3900,3335918,3001970028,BK38
53534734,Medisys Jamaica Family Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"149-18 Jamaica Avenue,Ground Floor",,Queens,11435,40.7019375,-73.80521291,(718) 523-5500,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,9:00 AM - 5:30 PM,8:30 AM - 5:00 PM,,TRUE,TRUE,TRUE,,,412,27,21200,4213992,4099970008,QN61
53534725,Macri Park,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,462 Union Avenue,,Brooklyn,11211,40.71424111,-73.95164144,212-639-9675,You can find free safer sex products inside a fishbowl located near the front entrance  of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,301,34,50100,3068631,3027560003,BK90
53534820,Ritz Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,369 West 46 Street,,Manhattan,10036,40.76055501,-73.98972304,718-507-8191,You can find free safer sex products inside a dispenser/fishbowl located in the front by the door of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,104,3,12700,1025079,1010370103,MN15
53534830,Spanish Speaking Elderly Council,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,460 Atlantic Avenue,,Brooklyn,11217,40.68628909,-73.98322261,,You can find free safer sex products inside a fishbowl located in the reception area of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,302,33,4100,3000937,3001840025,BK38
53534517,Bar Nine,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,807 9 Avenue,,Manhattan,10019,40.76567374,-73.98736129,718-230-3805,You can find free safer sex products inside a dispenser located inside to the left of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,1:00 PM - 2:00 AM,TRUE,TRUE,TRUE,,,104,3,13300,1026767,1010630032,MN15
53534642,Friend's Tavern,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,78-11 Roosevelt Avenue,,Queens,11372,40.74726777,-73.88744161,718-792-6000,You can find free safer sex products inside a dispenser located in the front near entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,403,25,28500,4029943,4012890042,QN28
53534543,Boxers Washington Heights,Free Safer Sex Products,Condoms and Lubricant,,Business,Gay Bar,3820 Broadway,,Manhattan,10032,40.8353938,-73.94388811,718-852-2584,You can find free safer sex products inside a Fishbowl located in the front of the Gay Bar. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 2:00 AM,TRUE,FALSE,TRUE,,,112,7,24500,1062783,1021180001,MN36
53534654,Hardware Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,697 10 Avenue,,Manhattan,10036,40.76322589,-73.99285602,212-243-3380,You can find free safer sex products inside a fishbowl located on a table beside the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,104,3,12900,1026995,1010760033,MN15
53534803,Planet Rose,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,219 Avenue A,,Manhattan,10009,40.73002934,-73.98064259,,You can find free safer sex products inside a fishbowl located near the counter of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3400,1006021,1004410032,MN22
53534651,"Haitian Centers Council, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"3807 Church Avenue,n/a",,Brooklyn,11203,40.65118077,-73.94171198,(718) 940-2200,You can find free safer sex products inside a dispenser located in the back near the restroom of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,<a href=www.hccinc.org>Visit this organization's website</a>,317,41,81400,3394916,3048750038,BK91
53534721,Los Brothers Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,12 East Burnside Avenue,,Bronx,10453,40.85369927,-73.90706645,,You can find free safer sex products inside a dispenser located near the entrance of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,205,14,24100,2097274,2028540044,BX41
53534546,Breukelen Coffee House,Free Safer Sex Products,Condoms and Lubricant,,Business,Café,764a Franklin Avenue,,Brooklyn,11238,40.67227855,-73.95739665,917-265-8006,You can find free safer sex products inside a fishbowl located near the restroom of the Café. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,TRUE,TRUE,TRUE,,,308,35,21700,3029595,3011780043,BK61
